locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBLCLPDI_00237	CDS	819				pur operon repressor, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00238	CDS	1368				bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00239	CDS	990				ribose-phosphate diphosphokinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00240	CDS	738				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00241	CDS	822				Cof-type HAD-IIB family hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00242	CDS	1368				HD domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00243	CDS	825				ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00244	CDS	345				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21723, whole genome shotgun sequence
MBLCLPDI_00245	CDS	1176				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00246	CDS	399				hypothetical protein
MBLCLPDI_00247	CDS	558				DNA-directed RNA polymerase subunit delta, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00248	CDS	1605				CTP synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00249	CDS	1383				group II intron reverse transcriptase/maturase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00250	CDS	1278				UDP-N-acetylglucosamine 1-carboxyvinyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00251	CDS	246				50S ribosomal protein L31 type B, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00252	CDS	1317				PTS sugar transporter subunit IIC, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00253	CDS	891				alpha/beta hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00254	CDS	705				class A sortase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00255	CDS	780				triose-phosphate isomerase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00256	CDS	867				fructose-1,6-bisphosphate aldolase, class II, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00257	CDS	657				histidine phosphatase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00258	CDS	465				low molecular weight phosphotyrosine protein phosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00259	CDS	570				LemA family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00260	CDS	897				zinc metalloprotease HtpX, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00261	CDS	1380				UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00262	CDS	1497				ATP-dependent helicase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00263	CDS	837				IS30 family transposase, Lactobacillus reuteri MM4-1A Contig21723, whole genome shotgun sequence
MBLCLPDI_00264	CDS	915				glutaminase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00265	CDS	459				IS200/IS605 family transposase, Lactobacillus reuteri MM4-1A Contig21740, whole genome shotgun sequence
MBLCLPDI_00266	CDS	1383				group II intron reverse transcriptase/maturase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00267	CDS	1290				D-alanyl-lipoteichoic acid biosynthesis protein DltD, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00268	CDS	240				D-alanine--poly(phosphoribitol) ligase subunit DltC, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00269	CDS	1218				D-alanyl-lipoteichoic acid biosynthesis protein DltB, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00270	CDS	1527				D-alanine--poly(phosphoribitol) ligase subunit 1, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00271	CDS	141				teichoic acid D-Ala incorporation-associated protein DltX, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00272	CDS	363				holo-ACP synthase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00273	CDS	1128				alanine racemase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00274	CDS	375				type II toxin-antitoxin system PemK/MazF family toxin, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00275	CDS	1377				cytosine permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00276	CDS	1239				cytosine deaminase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00277	CDS	792				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00278	CDS	639				CBS domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00279	CDS	561				peptidyl-tRNA hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00280	CDS	3540				transcription-repair coupling factor, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00281	CDS	273				RNA-binding S4 domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00282	CDS	357				septation inhibitor protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00283	CDS	495				RNA-binding protein S1, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00284	CDS	1395				tRNA lysidine(34) synthetase TilS, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00285	CDS	543				hypoxanthine phosphoribosyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00286	CDS	2109				ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00287	CDS	921				Hsp33 family molecular chaperone HslO, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00288	CDS	1002				tRNA dihydrouridine synthase DusB, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00289	CDS	1527				lysine--tRNA ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00290	CDS	534				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00291	rRNA	1573				16S ribosomal RNA
MBLCLPDI_00292	rRNA	2919				23S ribosomal RNA
MBLCLPDI_00293	rRNA	112				5S ribosomal RNA
MBLCLPDI_00294	tRNA	76				tRNA-Asn(gtt)
MBLCLPDI_00295	tRNA	73				tRNA-Thr(cgt)
MBLCLPDI_00296	CDS	189				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00297	CDS	360				IS66 family insertion sequence hypothetical protein, Lactobacillus reuteri MM4-1A Contig21723, whole genome shotgun sequence
MBLCLPDI_00298	CDS	1545				IS66 family transposase, Lactobacillus reuteri MM4-1A Contig21725, whole genome shotgun sequence
MBLCLPDI_00299	tRNA	76				tRNA-Asn(gtt)
MBLCLPDI_00300	CDS	699				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00301	CDS	1500				peptide MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00302	CDS	831				metallophosphoesterase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00303	tRNA	86				tRNA-Tyr(gta)
MBLCLPDI_00304	tRNA	73				tRNA-Gln(ttg)
MBLCLPDI_00305	CDS	645				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00306	CDS	1401				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00307	CDS	1650				aspartate:alanine antiporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00308	CDS	711				aspartate racemase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00309	CDS	702				GntR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00310	CDS	1467				nicotinate phosphoribosyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00311	CDS	828				NAD(+) synthetase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00312	CDS	2178				RNA-binding transcriptional accessory protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00313	CDS	453				SprT family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00314	tRNA	87				tRNA-Leu(aag)
MBLCLPDI_00315	CDS	1887				beta-galactosidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00316	CDS	960				beta-galactosidase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00317	CDS	1770				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00318	CDS	711				2,3-bisphosphoglycerate-dependent phosphoglycerate mutase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00319	CDS	867				alpha/beta hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00320	CDS	1143				PLP-dependent transferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00321	CDS	702				amino acid ABC transporter permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00322	CDS	750				amino acid ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00323	CDS	792				amino acid ABC transporter substrate-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00324	CDS	1341				aminopeptidase C, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00325	CDS	684				ribose-5-phosphate isomerase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00326	CDS	297				N-acetyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00327	CDS	537				dUTP diphosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00328	CDS	1374				DNA repair protein RadA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00329	CDS	1143				PIN/TRAM domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00330	CDS	1413				cysteine--tRNA ligase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00331	CDS	414				ribonuclease III, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00332	CDS	750				23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00333	CDS	150				50S ribosomal protein L33, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00334	CDS	177				preprotein translocase subunit SecE, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00335	CDS	543				transcription termination/antitermination protein NusG, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00336	CDS	426				50S ribosomal protein L11, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00337	CDS	693				50S ribosomal protein L1, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00338	CDS	1194				PLP-dependent aminotransferase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00339	CDS	135				hypothetical protein
MBLCLPDI_00340	CDS	1305				glycosyl transferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00341	CDS	1122				UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing), Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00342	CDS	501				50S ribosomal protein L10, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00343	CDS	366				50S ribosomal protein L7/L12, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00344	CDS	285				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00345	CDS	231				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00346	CDS	372				large conductance mechanosensitive channel protein MscL, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00347	CDS	333				PadR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00348	CDS	612				hypothetical protein
MBLCLPDI_00349	CDS	756				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00350	CDS	2637				bifunctional acetaldehyde-CoA/alcohol dehydrogenase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00351	CDS	1020				class 1b ribonucleoside-diphosphate reductase subunit beta, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00352	CDS	2172				class 1b ribonucleoside-diphosphate reductase subunit alpha, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00353	CDS	222				glutaredoxin-like protein NrdH, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00354	CDS	513				nucleoside deaminase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00355	CDS	1836				DNA polymerase III subunit gamma/tau, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00356	CDS	309				nucleoid-associated protein, YbaB/EbfC family, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00357	CDS	603				recombination protein RecR, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00358	CDS	249				hypothetical protein
MBLCLPDI_00359	CDS	642				thymidylate kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00360	CDS	324				hypothetical protein
MBLCLPDI_00361	CDS	1014				DNA polymerase III subunit delta', Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00362	CDS	351				hypothetical protein
MBLCLPDI_00363	CDS	867				16S rRNA (cytidine(1402)-2'-O)-methyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00364	CDS	762				acyl-ACP thioesterase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00365	CDS	1515				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00366	CDS	2244				RNA degradosome polyphosphate kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00367	CDS	972				Ppx/GppA family phosphatase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00368	CDS	996				UDP-glucose 4-epimerase GalE, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00369	CDS	1116				IS3 family transposase, Lactobacillus reuteri MM4-1A Contig21725, whole genome shotgun sequence
MBLCLPDI_00370	CDS	213				transposase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00371	CDS	726				tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00372	CDS	555				ribosomal-protein-alanine N-acetyltransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00373	CDS	1032				tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00374	CDS	774				pyrroline-5-carboxylate reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00375	CDS	1245				gamma-glutamyl-phosphate reductase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00376	CDS	789				glutamate 5-kinase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00377	CDS	786				carbon-nitrogen family hydrolase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00378	CDS	1179				pyridoxal phosphate-dependent aminotransferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00379	CDS	966				ketopantoate reductase family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00380	CDS	1611				IS1182 family transposase, Lactobacillus reuteri MM4-1A Contig21738, whole genome shotgun sequence
MBLCLPDI_00381	CDS	1938				ABC transporter ATP-binding protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00382	CDS	645				transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00383	CDS	180				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00384	CDS	285				co-chaperone GroES, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00385	CDS	1629				molecular chaperone GroEL, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00386	CDS	489				prolyl-tRNA synthetase associated domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00387	CDS	1611				APC family permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00388	CDS	1839				APC family permease, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00389	CDS	261				hypothetical protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00390	CDS	411				MarR family transcriptional regulator, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00391	CDS	1386				MFS transporter, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00392	CDS	633				YigZ family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00393	CDS	1332				DNA/RNA helicase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00394	CDS	681				ComF family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00395	CDS	549				ribosome-associated translation inhibitor RaiA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00396	CDS	2364				protein translocase subunit SecA, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00397	CDS	999				peptide chain release factor 2, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00398	CDS	336				PspC domain-containing protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00399	CDS	357				phage holin family protein, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00400	CDS	963				HPr kinase/phosphorylase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
MBLCLPDI_00401	CDS	828				prolipoprotein diacylglyceryl transferase, Lactobacillus reuteri MM4-1A, whole genome shotgun sequence
